-1;Kultur erhöht die Attraktivität eines Standortes wie Wuppertal enorm. Bei einer möglichen Verbesserung der Haushaltslage muss auch hier wieder mehr Geld bereit gestellt werden.
0;
0;Für uns Liberale ist die Freiheit der Kunst ein wichtiger Wert. Über die Frage eines festen Ensembles sollten die betroffenen Kunstschaffenden selbst im Dialog mit der Politik entscheiden.
0;Geschenke sind zwar grundsätzlich zu begrüßen, aber wir sollten in Zukunft frühzeitig über die Annahme eines Geschenkes offen diskutieren. Wir müssen nicht jedes Geschenk annehmen.
-1;Das Luisenviertel ist schon seit längerem ein lebendiger Teil unser Stadt, auch Nachts.  Bürger die in dieses Viertel ziehen, müssen sich dessen bewusst sein. Eine Ursache für ein erhöhtes Lärmaufkommen ist auch das neue Rot-Grüne Nichtrauchergesetz, wodurch sich viele Gäste bis spät in die Nacht vor den Türen der Gaststätten aufhalten. 
-1;Die Wuppertaler Stadtwerke befinden sich in keinem guten finanziellen Zustand.  Eine Rekommunalisierung würde finanzielle Risiken nur auf die Bürger der Stadt verteilen jedoch keine anderen Vorteile bringen. Gegen überhöhte Preise in der Zukunft schützt bereits das Kartellrecht.
1;
-1;
0;Die Geschäftskonzepte von IT-Firmen benötigen in der Regel keine städtischen Daten. In den Fällen wo dies so sein sollte, hat Datenschutz oberste Priorität. 
1;Schon jetzt ist die Gewerbesteuer vergleichsweise hoch. Wenn die Haushaltslage es zulässt ist es eines unserer wichtigsten Anliegen Wuppertal für Firmen noch attraktiver zu machen, um Arbeitslosigkeit zu bekämpfen. Dies ist auch durch eine Senkung der Gewerbesteuer möglich.
-1;Die Abschaffung der Baumschutzsatzung hat nicht dazu geführt, dass jetzt mehr Bäume gefällt werden als mit einer Satzung. Botanische Naturdenkmale und einzelne Bäume sind auch so in Bebauungsplänen, im Zooviertel und in den Landschafts- und Naturschutzgebieten geschützt und dürfen nur mit behördlicher Genehmigung gefällt werden.
-1;Es gibt schmutzige und saubere Teile von Wuppertal. Dort wo Probleme bestehen müssen diese angegangen werden.
0;Wuppertal hat auf Grund seiner bergigen Topologie ein großes Problem Gewerbeflächen auszuweisen. Hier muss aber nicht zwangsläufig Natur gegen Wirtschaft ausgespielt werden. Gute Anbindungen an Infrastruktur und andere Faktoren können für Gewerbebetriebe wichtig sein. Daher sind diese „in freier Natur“ meist nicht sinnvoll.
-1;Neben dem OB gibt es vier Geschäftsbereiche, in denen verschiedene Arbeitsbereiche zusammengefasst sind, wie Stadtentwicklung, Bauen, Verkehr und Umwelt, oder Jugend, Soziales und Integration oder Bildung, Kultur und Sport. Warum sollte für Umweltfragen, die zweifellos wichtig sind, ein eigener Geschäftsbereich mit eigenem Dezernenten gebildet werden?
1;Ein Klimaschutzplan ist ist nur dann sinnvoll, wenn die Maßnahmen von der Gesellschaft getragen werden und wirtschaftlich sowie sozialverträglich gestaltet sind. Deshalb ist es wichtig, den Prozess transparent zu gestalten und auch die Bürgerinnen und Bürger daran zu beteiligen.
0;Eine Erweiterung von großen Einkaufszentren kann auf die Kosten des „kleinen Einzelhändlers“ gehen. Wir wollen schon aus Verkehrsgründen eine Vielfalt an Läden weit verteilt über unsere Stadt, statt eine Zentralisierung. Eine Erweiterung jedoch von vor herein abzulehnen wäre ebenfalls falsch. Es muss in ergebnissoffenen Gesprächen geklärt werden, welche Vor- und Nachteile durch eine Erweiterung entstehen würden.
0;Ein Homepark steht nach aktuellen Stand nicht mehr zur Debatte. Wir sind für die Ansiedlung von IKEA in Wuppertal-Nord.
1;Die Bauverzögerung, die Kostensteigerung und eine schlechte Informationspolitik haben bei vielen Bürgern erhebliche Zweifel am Döppersberg Umbau hervorgerufen. Wir haben dafür gesorgt, dass jetzt ein striktes Kostencontrolling, eine externe Prüfung der Kosten, ein Frühwarnsystem für kostspielige Verzögerungen sowie die Beteiligung der Betroffenen eingesetzt wird. Wichtig ist, dass mit dem Thema Döppersberg offen und ehrlich umgegangen wird. Die Bürgen müssen hier besser Informiert werden.
-1;Der Carnaper Platz ist einer der wenigen Orte in Wuppertal der für Kirmes und Zirkus geeignet ist. Ihn zu verkaufen, hätte ein noch Weniger an Freizeitmöglichkeiten für Familien in unserer Stadt zur Folge. Auch wurden Alternativen zum Neubau der WSW nicht geprüft.
1;In Wuppertal gibt es im Vergleich zu vielen anderen Universitätsstädten in Deutschland noch bezahlbaren Wohnraum für Studenten. Wuppertal sollte jedoch nicht nur bei Studenten, sondern allgemein als Wohnraumstandort werben.
-1;Wuppertal muss Fahrradfreundlicher werden: Der Ausbau der Trassen für den Fahrradbetrieb, das Freigeben von Einbahnstraßen und der Ausbau von Radwegen bei Straßenerneuerungen sind hier die richtigen Konzepte. 
1;Jeder Bürger sollte für sich selbst entscheiden, welches Verkehrsmittel er nutzt. Je besser und attraktiver der ÖPNV ist, um so leichter fällt der Umstieg. 
1;Ein Ausbau wäre sinnvoll.
1;
-1;Ein familienfreundlicher <em>und</em> barrierefreier ÖPNV ist zu begrüßen. 
1;Die FDP steht für ein Miteinander der Religionen und Kulturen in Wuppertal. Eine Moschee kann ein wichtiger Schritt hin zu einer offeneren Stadt sein. Wuppertal ist eine weltoffene Stadt. 
1;Wuppertal muss attraktiver für junge Menschen werden. 
-1;Leinenzwang sollte dort herrschen wo dies sinnvoll ist. In einigen Gebieten von Wuppertal ist dies aber nicht notwendig. Wir setzen an diesen Stellen auf das Verantwortungsbewusstsein der Hundebesitzer.
1;Dies liegt teilweise nicht im Kompetenzbereich der Kommunalpolitik.
1;Ein kostenloses WLAN müsste aber über Sponsoren finanziert werden.
